OBJECTID,EVALUATION_YEAR,EVALUATION_DATE,YEAR_OF_HARVEST,STREAM_NAME,STREAM_CLASS_IN_FIELD,CHANNEL_DEPTH,CHANNEL_WIDTH,CHANNEL_GRADIENT_PCT,bcalbers_easting,bcalbers_northing
2272,2016,2016-07-07,2014,S6-H,S6,0.2,2.2,8,1328981.328,508300.3392
2273,2016,2016-06-30,2015,SC-R1-S4,S4,0.2,1.2,16,979610.9594,1029146.381
2274,2016,2016-09-24,2013,Opitsah creek,S6,0.3,2.5,10,1218105.631,912358.8978
2275,2016,2016-07-18,2014,NA,S4,25,0.7,2,1403820.284,554591.2673
2276,2016,2016-07-12,2013,s2,S3,0.2,3.2,3,1059763.934,1076714.013
2277,2016,2016-07-22,2015,Stream A on Site Plan Map,S6,0.1,0.3,20,1275514.815,505642.335
2278,2016,2016-09-23,2013,R14-S4,S4,0.2,1.4,3,1141639.671,1085944.908
2279,2016,2016-07-22,2014,Stream #1,S4,0.2,0.5,7,1012950.937,1036261.483
2280,2016,2016-07-14,2014,ZA-R1,S2,1,10,1,996073.9712,1125094.276
2281,2016,2016-05-25,2014,no name,S3,0.3,2,12,820600.3098,1101722.903
2282,2016,2016-08-04,2013,X Stream,S6,0.2,1.4,5,963997.2026,1109601.494
2283,2016,2016-08-04,2013,Stream IV,S6,0.2,1.3,5,963585.5512,1108867.402
2284,2016,2016-08-19,2013,9.5,S6,0.2,1.8,8,1349696.421,680020.0363
2285,2016,2016-08-16,2013,n/a,S6,0.2,0.8,23,1354951.874,759296.65
2286,2016,2016-08-17,2013,no name,S3,0.3,2,7,1368483.801,744432.2603
2287,2016,2016-08-11,2013,None,S6,0.2,1.2,2,1297987.593,871259.1846
2288,2016,2016-08-08,2013,n/a,S4,0.2,0.8,1,1193849.814,855263.672
2289,2016,2016-08-25,2013,42889,S6,0.2,0.8,22,1335974.144,549190.6068
2290,2016,2016-09-15,2013,Unnamed,S6,0.2,0.7,3,1506190.333,564991.7495
2291,2016,2016-09-14,2014,n/a,S3,0.3,4,1,1203531.409,914095.6387
2292,2016,2016-10-01,2014,S3,S3,0.4,2.8,2,1166188.636,897047.8073
2293,2016,2016-10-06,2014,Stream 1,S6,0.2,1.3,8,1055859.521,1042384.591
2294,2016,2016-08-31,2014,n/a,S6,0.2,2,35,1256335.803,593216.3288
2295,2016,2016-06-01,2015,S3,S3,0.3,2.5,1,1148885.195,1047004.691
2296,2016,2016-09-15,2013,S-A,S3,0.1,1.7,4,1074939.43,1024009.94
2297,2016,2016-10-02,2014,S3,S3,0.5,3.2,3,1164245.299,852185.7833
2298,2016,2016-05-05,2015,3,S6,0.4,1.6,29,1070067.632,464216.86
2299,2016,2016-07-19,2013,Tributary to Pimpernel Cr.,S6,0.2,1.7,13,931945.1912,1012475.96
2300,2016,2016-09-27,2013,R31,S3,0.2,1.9,7,1068676.551,898895.2521
2301,2016,2016-09-27,2013,stream,S4,0.1,1.3,2,1067930.261,901903.5062
2302,2015,2016-08-10,2012,Youghpan Creek,S2,2.1,12.2,7,874440,624277
2303,2016,2016-08-04,2015,stream 1-S4,S6,0.2,1,15,817954.4889,998510.2628
2304,2016,2016-10-12,2013,5,S5,0.7,4.9,20,1150524.156,556106.69
2305,2016,2016-09-30,2013,1H,S6,0.2,0.7,19,858171.8458,608497.9531
2306,2016,2016-07-14,2013,3,S3,1.5,4.9,5,847133,621261
2307,2016,2016-09-22,2013,Stream 7,S6,0.3,2.2,28,1096353.767,552980.1772
2308,2016,2016-09-08,2014,Dalhaks River S1,S1,1,20.1,4,845977.3832,985108.7806
2309,2016,2016-10-26,2013,4B,S3,0.4,2.9,2,910020.9537,684321.3348
2310,2016,2016-09-30,2013,Unnamed,S6,0.4,0.5,13,1276717.43,665717.1828
2311,2016,2016-08-25,2013,Copper ( Zymoetz) River,S1,0.6,20.1,1,901928.1749,1089193.338
2312,2016,2016-06-22,2013,unnamed,S6,0.2,1.1,12,922479.5947,1112815.337
2313,2016,2016-10-18,2015,unnamed,S3,0.3,2.5,5,953758.4692,1171176.176
2314,2016,2016-08-18,2014,unnamed,S6,0.2,1.7,3,922210.8654,1081167.471
2315,2016,2016-07-13,2013,4B,S6,0.2,0.8,36,1080421.568,419704.8907
2316,2016,2016-08-23,2014,unnamed,S6,0.2,1.5,11,884774.4955,1153433.384
2317,2016,2016-09-18,2013,S6,S6,0.2,0.5,21,1256186.167,1177045.66
2318,2016,2016-09-18,2013,no name,S2,0.6,8,2,1311053.409,1205581.047
2319,2016,2016-09-16,2013,#3,S6,0.3,0.7,20,1289884.542,1161701.679
2320,2016,2016-06-23,2013,6,S6,0.1,0.5,45,1094388.126,436581.8604
2321,2016,2016-08-24,2014,no name. stream comes out of L1 Lake.,S5,0.3,10.1,4,809175.5104,1194874.081
2322,2016,2016-06-23,2014,Number 4,S6,0.3,2,8,1089897.733,454858.7169
2323,2016,2016-06-21,2014,unnamed,S6,0.2,1,12,921504.3707,1123535.18
2324,2016,2016-08-11,2013,Number 4,S6,0.3,1.3,43,1102762.782,411067.1053
2325,2016,2016-07-26,2014,2(1),S4,0.3,1.2,3,593075.6298,998525.932
2326,2016,2016-06-30,2013,1,S6,0.4,2,10,566053.8342,955718.8315
2327,2016,2016-06-16,2013,Str 1,S5,0.3,4.8,4,578156.4198,951581.344
2328,2016,2016-07-07,2015,Str13,S3,0.4,4,2,568602,981753
2329,2016,2016-07-28,2014,724-1,S3,0.5,2,1,589267.0535,994692.8427
2330,2016,2016-09-26,2013,1,S3,0.4,2.1,3,592460.2294,922182.9669
2331,2016,2016-06-24,2014,Thomas Creek,S5,1.8,13,7,868093.9312,1037047.817
2332,2016,2016-08-11,2013,S6,S6,0.2,1.1,5,1447501.481,740783.1798
2333,2016,2016-06-17,2013,None,S6,0.1,1,7,1395948.422,722141.1445
2334,2016,2016-10-12,2014,None,S6,0.1,0.9,8,1390534.079,774673.0407
2335,2016,2016-10-18,2014,none,S6,0.2,1,10,1385122.197,769703.8527
2336,2016,2016-10-18,2015,None,S6,0.3,0.2,3,1383293.249,768840.506
2337,2016,2016-09-12,2014,Nalbeelah Creek,S2,0.5,10,4,838910.462,1016913.257
2338,2016,2016-07-06,2015,S3,S3,0.2,2.7,13,819344.7094,997501.4984
2339,2016,2016-08-31,2009,Moons Creek,S3,0.4,3.4,4,1209066.508,737193.4628
2340,2016,2016-09-18,2013,S6,S6,0.2,0.7,20,1256201.715,1177208.914
2341,2016,2016-09-27,2014,no name,S6,0.1,0.3,53,1680725.244,717698.6852
2342,2016,2016-09-26,2015,43040,S5,0.4,5,29,1598360.741,751081.8952
2343,2016,2016-09-14,2014,no name S6,S6,0.3,2.4,35,1600181.939,517696.3987
2344,2016,2016-08-11,2013,S3-2A,S3,0.3,2.3,5,1537864.777,556800.87
2345,2016,2016-08-31,2014,no name s5,S5,0.4,3.1,35,1594766.031,555077.7871
2346,2016,2016-09-19,2013,B,S6,0.2,0.8,3,1289885.505,1161749.901
2347,2016,2016-09-20,2013,#1,S6,0.2,0.5,22,1289499.782,1161448.662
2348,2016,2016-06-07,2013,na,S6,0.2,1,4,1354817.039,758650.0747
2349,2016,2016-06-08,2013,no name,S2,0.4,8,2,1368408.033,744404.9139
2350,2016,2016-08-26,2013,S-B,S6,0.1,0.9,2,1092786.931,1040748.619
2351,2016,2016-08-10,2013,na,S3,0.4,3,3,1142528.913,1134788.715
2352,2016,2016-09-27,2013,Fenwick,S2,0.4,8,4,1743092.608,658454.5183
2353,2016,2016-10-06,2014,Stream #8,S6,0.1,1.5,2,1059209.716,1037228.425
2354,2016,2016-09-26,2015,43040,S5,0.4,7,32,1598277.378,751072.2629
2355,2016,2016-09-27,2014,no name,S6,0.1,0.5,35,1680809.535,717732.7154
2356,2016,2016-09-27,2014,no name,S4,0.2,0.9,17,1681035.192,717819.2009
2357,2016,2016-09-23,2013,na,S6,0.2,1.3,4,1393489.25,776422.4669
2358,2017,2017-08-02,2015,SXV_R1,S3,1.7,0.3,2,953371,1171810
2359,2017,2017-10-18,2015,S6,S6,0.9,0.2,4,1344976,790276
2360,2017,2017-09-01,,,S4,0.4,2,1,1356005,1194627
2361,2017,2017-05-25,2014,2R1,S3,3.8,0.4,2.5,1028928,571606
2362,2017,2017-08-09,2015,NA,S6,1.7,0.4,2,957855,1121213
2363,2017,2017-10-15,2015,,S4,,,,1410962,520972
2364,2017,2017-10-02,2014,,S3,3,0.5,4,1126855,1132319
2365,2017,2017-09-30,2015,,S4,1.4,0.3,6,1121705,927689
2366,2017,2017-09-27,2014,2J,S3,4,0.1,20,970312,636342
2367,2017,2017-09-27,2014,Landslide creek?,S3,2,0.4,10,1211828,876381
2368,2017,2017-10-19,2014,No name,S6,2.6,0.4,27,1628429,503349
2369,2017,2017-08-28,,,S4,0.9,17.5,,1358039,1200504
2370,2017,2017-08-28,,,S4,0.2,6,,1357727,1200451
2371,2017,2017-09-27,2014,D1,S6,1,0.2,21,970487,636629
2372,2017,2017-05-17,2015,3-s6,S6,5.1,0.3,60,809268,1047570
2373,2017,2017-08-30,,,S4,0.7,2.9,1,1359371,1189026
2374,2017,2017-09-20,2014,1,S6,1.8,0.2,70,983733,521598
2375,2017,2017-10-17,2015,Deka Creek,S2,6,0.5,6,1351987,743516
2376,2017,2017-07-19,2014,No Name,S6,1.2,0.2,36,1556490,667233
2377,2017,2017-06-14,2015,R3-S4,S4,0.8,0.2,16,1182827,1092897
2378,2017,2017-09-07,2014,U. On plan,S6,0.6,0.2,8,1308547,553560
2379,2017,2017-09-15,2015,Delkatla,S2,4,0.5,2,601964,1016671
2380,2017,2017-09-28,2015,unnamed,S3,3.5,0.2,20,1085650,1026485
2381,2017,2017-06-06,2014,8,S6,,,,1290521,507167
2382,2017,2017-08-24,2014,4,S6,,,,1232386,591714
2383,2017,2017-09-01,2014,4,S6,0.5,0.3,24,1220650,586602
2384,2017,2017-09-08,2015,W1,S4,0.7,0.5,3,1131400,1052690
2385,2017,2017-06-30,2014,S6 XLVI,S6,1.1,0.2,2,971985,1102021
2386,2017,2017-08-18,2015,Stream #1,S4,0.9,0.2,10,1001992,1028247
2387,2017,2017-09-26,2015,Creek 1,S6,0.6,0.2,34,1076597,597663
2388,2017,2017-10-16,2015,Hendrix creek,S2,9,0.7,3,1359639,794581
2389,2017,2017-08-17,2015,Moscow,S6,,,,1743673,634173
2390,2017,2017-08-29,,,S4,0.1,1.6,3,1355734,1185614
2391,2017,2017-07-27,2014,,S6,0.4,0.1,20,1267040,908570
2392,2017,2017-06-14,2014,Stream 4,S6,2,0.2,25,1602055,521285
2393,2017,2017-10-16,2015,,S6,1,0.3,22,1359639,794581
2394,2017,2017-09-22,2014,R1,S6,0.9,0.2,12,1322060,1203519
2395,2017,2017-10-24,2014,None,S6,1.8,0.4,7,1388586,630616
2396,2017,2017-11-15,2014,R6-S4,S4,0.4,0.1,2,1229462,956893
2397,2017,2017-05-16,2015,2-S6,S5,3.3,0.4,28,811032,1110409
2398,2017,2017-10-20,2014,None,S6,1.6,0.1,13,1453682,742169
2399,2017,2017-09-02,2015,,S5,10,0.6,18,1200210,549992
2400,2017,2017-10-17,2015,,S4,1.2,0.3,2,1352697,743514
2401,2017,2017-09-26,2015,#9,S6,1,0.1,28,1076742,597698
2402,2017,2017-10-18,2015,S6,S6,0.8,0.2,4,1344976,790276
2403,2017,2017-04-25,2014,Stream 1,S6,,,,1318688,464745
2404,2017,2017-11-15,2014,Anstey River ,S2,8,,,1499445,717579
2405,2017,2017-09-12,2014,No name,S6,1.6,0.3,20,1543312,718978
2406,2017,2017-08-28,,,S2,0.5,6,1.5,1371578,1175100
2407,2017,2017-10-17,2015,Stream #1,S3,,,,1028804,1034392
2408,2017,2017-08-02,2016,None,S6,0.4,0.4,5,1385461,767385
2409,2017,2017-09-12,2015,3,S6,2.4,0.3,26,957207,671708
2410,2017,2017-09-07,2015,N/A,S3,,,,1467107,737222
2411,2017,2017-07-11,2015,7,S2,7.9,1.2,2,1086658,652915
2412,2017,2017-08-18,2014,NA,S4,0.6,0.4,3,739368,1349336
2413,2017,2017-09-12,2014,,S4,0.8,0.3,2,583413,999030
2414,2017,2017-10-11,2014,,S6,0.8,0.1,2.4,1832634,533188
2415,2017,2017-09-27,2014,S2,S2,6.3,0.3,9,969856,636377
2416,2017,2017-08-24,,,S1,1,20,1,1375470,1185768
2417,2017,2017-11-09,2015,Niven Creek,S2,15,1.5,1,1251445,940860
2418,2017,2017-08-30,2015,Sowerby,S2,15,1.5,7,1332742,488380
2419,2017,2017-09-19,2014,NA,S6,1.1,0.2,18,961398,1172361
2420,2017,2017-08-29,,,S4,0.1,3.2,,1354072,1197604
2421,2017,2017-05-16,2016,1,S6,2.5,0.5,35,1290960,519470
2422,2017,2017-08-09,2016,F R1 S3,S3,2.1,0.3,3,937301,979050
2423,2017,2017-06-19,2014,,S6,0.5,0.1,20,1271888,921607
2424,2017,2017-08-29,,,S4,0.9,1.5,2,1372427,1175347
2425,2017,2017-08-24,2014,2R2,S6,1.5,0.2,4,839544,624016
2426,2017,2017-09-23,2014,,S6,,,,1322262,1204502
2427,2017,2017-09-21,2014,BA-R1-S4,S4,1.9,0.2,1,998714,1127018
2428,2017,2017-09-23,2014,,S6,1.8,0.3,7,1322956,1204227
2429,2017,2017-06-28,2014,R1S3,S3,2.1,0.3,15,1162170,1118864
2430,2017,2017-10-04,2014,U,S6,2,0.4,75,1205421,507365
2431,2017,2017-08-30,,,S3,0.8,2.7,2,1364163,1178416
2432,2017,2017-08-31,,,S3,0.7,4.6,1.8,1356149,1200946
2433,2017,2017-10-31,2015,1,S3,2.1,0.1,6,1190994,564019
2434,2017,2017-10-05,2014,Stowe Crk,S5,10,0.8,2,1009440,588464
2435,2017,2017-07-26,2015,No name,S6,0.3,0.1,36,1597292,750627
2436,2017,2017-08-23,2015,None,S6,1.9,2,15,1440073,717666
2437,2017,2017-09-12,2015,3a,S6,1.5,0.3,21,956908,671625
2438,2017,2017-05-18,2016,1-S6,S6,2.8,0.3,4,815581,1102038
2439,2017,2017-09-02,2015,,S6,0.8,0.3,38,1196953,555016
2440,2017,2017-08-03,2014,XXX_1i1-0,S6,1.5,0.3,1,957958,1169689
2441,2017,2017-09-13,2015,4,S6,1.5,0.2,65,1070149,644224
2442,2017,2017-08-31,,,S4,0.2,1.4,2,1362306,1177610
2443,2017,2017-09-13,2016,765-4(2),S6,0.7,0.3,8,592010.5873,1004191.562
2444,2017,2017-10-12,2014,,S3,4.9,0.5,6,1747013,507596
2445,2017,2017-08-28,,,S2,0.8,16,1,1357582,1199857
2446,2017,2017-09-30,2014,032-1-2,S6,0.8,0.3,4,1223113,1272511
2447,2017,2017-08-31,,,S4,0.3,1.3,1,1359910,1189473
2448,2017,2017-10-10,2014,Mather,S3,3.4,0.3,1,1721808,592824
2449,2017,2017-06-27,2015,R8-S4,S4,1.3,0.2,7,1254085,1188902
2450,2017,2017-12-11,2014,15,S6,1.4,0.1,40,1057902,480834
2451,2017,2017-10-28,2015,,S6,1.1,0.3,3,1387717,791503
2452,2017,2017-08-24,2014,Gumbo creek,S6,1.8,0.1,15,1831984,533581
2453,2017,2017-09-28,2014,,S3,2,0.5,7.5,1217442,874731
2454,2017,2017-09-26,2016,S6-1,S6,2,0.3,7,1545596.299,528236.3265
2455,2017,2017-10-16,2015,Hendrix creek,S2,9,0.6,2,1359023,795041
2456,2017,2017-07-27,2015,2-S3,S3,1.2,0.3,9,824060,1119701
2457,2017,2017-10-18,2015,R1-S3,S3,4,0.4,12,1343322,790587
2458,2017,2017-07-27,2016,16,S5,3.7,0.4,30,1127879,543636
2459,2017,2017-10-01,2014,,S3,2,0.6,2.5,1115743,931364
2460,2017,2017-05-24,2015,B,S3,2.9,0.5,13,1037182,585964
2461,2017,2018-06-21,2016,unnamed,S6,,,,1769326,585846
2462,2017,2017-08-03,2014,1,S3,1.7,0.3,0,961629,1169698
2463,2017,2018-04-17,2014,unnamed,S6,2.5,0.3,12,1513225,677731
2464,2017,2017-09-28,2015,N.Vancouver River,S2,14,0.8,2.5,1166665,553201
2465,2017,2017-09-11,2015,H1,S4,0.9,0.2,14,602593,1017500
2466,2017,2017-10-29,2014,R2,S4,0.8,0.4,2,1294538,917035
2467,2017,2017-10-15,2014,,S6,0.4,0.3,19,1409630,515156
2468,2017,2017-09-29,2014,,S4,1.4,0.3,12,1294084,876185
2469,2017,2017-12-13,2015,Stream 6 S3,S3,5,0.3,3,1053326,441337
2470,2017,2017-08-24,,,S3,0.6,4.7,2,1360986,1183387
2471,2017,2017-07-28,2014,S6-3,S6,1.2,0.2,60,821941,1157128
2472,2017,2017-07-05,2015,unnamed,S6,2,0.1,6,1742786,633279
2473,2017,2017-11-27,2014,1,S5,3.7,0.5,5,1113614,426918
2474,2017,2017-11-09,2014,R4S2,S2,6.2,0.6,3,1238758,939655
2475,2017,2017-06-14,2014,Stream 2,S6,1.6,0.2,22,1601949,522101
2476,2017,2017-07-05,2015,R1-S3,S3,1.9,0.2,0,1235823,1048031
2477,2017,2018-01-05,2014,2,S5,6,0.7,10,1058229,480877
2478,2017,2017-10-27,2014,R9-S3,S3,1.6,0.5,1,1127670,1201729
2479,2017,2017-09-07,2014,Kookipi,S2,20,0.5,1,1309078,554814
2480,2017,2017-11-26,2015,Jesse creek,S3,8,0.7,3,1017029,555813
2481,2017,2017-09-20,2014,,S4,0.5,0.1,2,1157085,986915
2482,2017,2017-08-24,2016,NA,S6,,,,920916,1076523
2483,2017,2017-11-16,2015,R6-S6,S6,2.7,0.3,7,1271159,1087129
2484,2017,2017-10-17,2015,Bridge creek,S2,8.4,0.5,2,1351901,742779
2485,2017,2017-09-21,2014,4,S6,2.2,0.6,4,1269393,1180367
2486,2017,2017-08-31,2016,Unnamed,S3,3.5,0.3,4,1105640,1100627
2487,2017,2017-09-14,2014,2,S6,1.2,0.3,3,589628.9438,1001007.842
2488,2017,2017-08-29,2014,NA,S3,5.1,0.3,2,955196,1173124
2489,2017,2017-09-26,2014,NA,S6,1.6,0.2,40,824802,1176109
2490,2017,2017-09-28,2014,No name,S6,,,,1578381,499412
2491,2017,2017-10-16,2016,11A,S6,2.3,0.2,,1127938,543383
2492,2017,2017-09-01,2016,No Name,S6,1.6,0.2,50,1682342,715097
2493,2017,,2014,Sowsap,S6,1.1,0.1,9,1506371,634405
2494,2017,2017-06-29,2015,C,S6,,,,1340677,489886
2495,2017,2017-07-31,2014,,S3,3.1,0.3,10,1267292,908384
2496,2017,2017-07-26,2015,No Name,S5,5,0.4,10,1597410,750793
2497,2017,2017-10-03,2015,R2,S6,,,,1113391,1181840
2498,2017,2017-08-31,,,S4,0.5,1.3,3,1352589,1197105
2499,2017,2018-01-09,2014,Stream 4 S6,S6,0.8,0.1,43,1134390,391561
2500,2017,2017-08-29,,,S4,0.2,1.1,3,1359371,1196744
2501,2017,2017-08-31,2015,11,S6,2,0.3,40,1208284,619303
2502,2017,2017-10-12,2014,Yank River,S2,7.7,0.6,1,1746485,509684
2503,2017,2017-08-01,2016,3(2),S6,,,,569592.4436,997783.8087
2504,2017,2017-09-27,2014,Landslide creek?,S3,1.6,0.4,5.5,1211603,875789
2505,2017,2017-07-25,2015,Williams Creek tributary,S5,4.3,0.4,7.5,861163,1043045
2506,2017,2017-10-13,2015,,S4,1.1,0.3,1.3,1705673,615020
2507,2017,2017-09-07,2014,5,S4,1.1,0.2,1,839758,623806
2508,2017,2017-06-14,2014,No name,S6,0.7,0.2,11,1757778,539567
2509,2018,2018-09-17,2015,D,S6,0.2,1.4,1,1349423,792537
2510,2018,2018-09-24,2015,R1,S3,0.2,2,3,1151223,1122707
2511,2018,2018-09-28,2016,Howal Creek,S3,0.6,3.3,3,947556,1124469
2512,2018,2018-08-08,2015,N/A,S4,0.3,0.8,2,1232826,973510
2513,2018,2018-08-21,2016,Unnamed,S2,85,10,7,1786722,582844
2514,2018,2018-07-23,2015,No name,S5,0.3,2.5,40,1596856,527228
2515,2018,2018-09-07,2016,R4 - Dead Tree Creek,S3,0.3,3.4,3,1268533,925274
2516,2018,2018-05-04,2016,Geike creek ,S2,1.2,9,1,606905,970342
2517,2018,2018-09-20,2016,No name,S6,0.8,2.4,8,942955,1184421
2518,2018,2018-07-17,2014,S4,S4,0.2,0.9,9,1231482,963313
2519,2018,2018-09-17,2015,Jim Creek,S2,0.6,9.3,1,1372842,745826
2520,2018,2018-09-06,2015,1-S6,S6,0.4,4.3,15,1268731,1200203
2521,2018,2018-10-26,2016,N/a,S6,0.2,1.1,6,1364567,544994
2522,2018,2018-05-15,2016,Str4,S3,0.3,3.7,7.6,1072408,427764
2523,2018,2018-10-10,2017,No name,S2,1.7,6.6,2,942445,1166698
2524,2018,2018-08-07,2015,No name,S6,0.1,0.3,30,1569645,766609
2525,2018,2018-09-01,2017,O5S-1,S3,0.4,1.9,2,1268067,1365042
2526,2018,2018-10-03,2015,R33,S4,0.1,0.8,3,1058651,909641
2527,2018,2018-09-22,2015,STR2-S6,S6,0.2,0.4,24,1271162,1177528
2528,2018,2018-10-22,2017,14,S5,0.8,6,35,1297983,500249
2529,2018,2018-08-16,2016,3,S6,,,,1295190,485050
2530,2018,2018-08-09,2016,S2R2,S2,,,,1036827,1122540
2531,2018,2018-07-19,2016,R5,S6,0.2,0.8,20,1809354,566753
2532,2018,2018-08-01,2015,Beaver Pond Creek,S2,0.8,17,1,754986,1327483
2533,2018,2018-08-29,2015,1,S3,0.2,2.6,10.3,878179,620117
2534,2018,2018-09-27,2016,S6,S6,0.3,1.4,3,1008563,1018085
2535,2018,2018-10-09,2015,R1-S4,S4,0.5,0.5,5,1235213,943198
2536,2018,2018-07-26,2017,729-1,S2,0.8,10,1,590012,1005672
2537,2018,2018-09-15,2016,SN002B-D-S6,S6,0.1,1.4,1,1368866,791215
2538,2018,2018-05-25,2016,#4,S6,0.2,1.3,5,1076624,463240
2539,2018,2018-06-13,2016,Unnamed,S6,0.2,1.6,8,1786672,583001
2540,2018,2018-07-03,2016,Stream2,S6,0.2,1,3,1014613,1070796
2541,2018,2018-07-03,2015,None,S5,0.4,9.7,2.1,936434,606523
2542,2018,2018-10-24,2016,S6-01,S6,0.3,1,10,1364654,545039
2543,2018,2018-09-07,2016,R3,S4,0.4,0.8,3,1268298,925037
2544,2018,2018-10-03,2016,Stream 8,S6,56,2.7,65,1061955,463106
2545,2018,2018-09-22,2015,STR2-S6,S6,0.2,0.7,34,1271123,1177542
2546,2018,2018-07-25,2016,Str1 ,S3,0.3,2.4,,592804,949148
2547,2018,2018-08-03,2015,4,S6,0.2,0.5,55,1278394,472116
2548,2018,2018-09-26,2015,R2-S6,S6,0.2,1.2,20,1271663,1088130
2549,2018,2018-09-04,2015,Unnamed,S3,0.3,1.7,2,1191869,843436
2550,2018,2018-10-24,2015,Creek 1,S3,0.2,1.5,3,1114681,536908
2551,2018,2018-06-19,2015,Arcat Creek,S3,0.6,4,11,1420823,509188
2552,2018,2018-08-14,2015,N/A Gavin,S3,0.3,4.9,2,1285986,842450
2553,2018,2018-10-17,2016,R1-S2,S2,0.7,2.1,2,1172976,1025555
2554,2018,2018-10-17,2015,1A,S5,0.3,3.7,34,1083747,425773
2555,2018,2018-08-16,2015,SB-S4,S4,,,,1161865,990714
2556,2018,2018-07-24,2015,Str7,S6,1.7,2.9,24,580949,946424
2557,2018,2018-07-28,2017,8,S6,0.2,1.5,54,568834,974658
2558,2018,2018-08-02,2017,SM,S3,,,,1159948,1038256
2559,2018,2018-07-29,2015,764-3,S2,0.5,5.1,1,591785,1003328
2560,2018,2018-07-05,2015,Unknown,S6,0.3,1.1,,1026116,972341
2561,2018,2018-08-14,2017,Unnamed,S6,0.2,0.7,55,1692927,695257
2562,2018,2018-09-23,2015,S6-3,S4,0.3,1,4,1324381,1195117
2563,2018,2018-07-26,2016,761-2,S6,0.3,0.6,6,589714,1003649
2564,2018,2018-11-09,2015,Str 2,S5,0.3,4,4,581321,947863
2565,2018,2018-07-27,2017,19,S5,,,,557767,988556
2566,2018,2018-06-26,2014,Burgess Creek,S3,0.2,2.1,3,1257333,851958
2567,2018,2018-10-26,2015,6,S6,0.2,1.4,26,1161568,561313
2568,2018,2018-07-28,2017,7,S3,0.4,1.6,1,569286,985385
2569,2018,2018-09-21,2015,S6 - H,S6,0.2,1,13,1328339,511971
2570,2018,2018-09-20,2016,Stream A,S3,0.3,3.5,19,1061306,584855
2571,2018,2018-09-06,2016,S5,S5,1,3,7,1436147,898536
2572,2018,2018-07-05,2016,6,S5,0.5,2.5,12,1252822,556541
2573,2018,2018-10-26,2015,NA,S6,,,,1412884,491108
2574,2018,2018-06-22,2015,Na,S5,0.5,4.5,35,959288,598180
2575,2018,2018-09-25,2016,Blunt Creek,S2,,,,937263,1126820
2576,2018,2018-09-27,2015,5,S6,0.2,0.9,16.2,892254,747570
2577,2018,2018-10-12,2016,3,S6,0.2,1.5,35,1311139,503607
2578,2018,2018-09-05,2015,3,S4,0.3,1.9,3,1201277,862407
2579,2018,2018-09-20,2015,6,S6,,,,1200286,556865
2580,2018,2018-09-26,2016,1,S6,0.3,1.6,40,1267560,530234
2581,2018,2018-10-26,2015,1,S6,0.4,2.2,44,1161402,561598
2582,2018,2018-06-06,2015,R4,S6,0.4,1.2,11,1761415,510495
2583,2018,2018-09-21,2015,No name,S6,0.3,1.9,35,1098349,573313
2584,2018,2018-10-16,2015,#1,S5,0.7,6.4,15,1085805,430781
2585,2018,2018-09-06,2015,CO7ZM-1,S3,0.4,3.3,8,1380768,479838
2586,2018,2018-10-10,2015,Vancouver River,S2,1,15,2,1164835,550222
2587,2018,2018-09-20,2015,A5,S6,,,,1330578,574705
2588,2018,2018-07-17,2015,Luxor Creek,S4,0.2,1.4,8,1693756,694766
2589,2018,2018-09-16,2015,Bridge Creek,S2,0.6,10,1,1353531,741475
2590,2018,2018-06-28,2015,NA,S6,0.2,0.6,30,1005927,572400
2591,2018,2018-08-08,2015,No name,S6,0.2,1.5,35,984800,505214
2592,2018,2018-07-27,2017,Donna creek ,S2,0.5,7,4,560994,989971
2593,2018,2018-09-13,2017,Creek 1,S3,0.3,3.9,2,1108565,524321
2594,2018,2018-07-11,2015,3,S6,0.4,1.1,15,1200678,622100
2595,2018,2018-10-19,2015,1,S6,0.2,2.1,5,878285,619892
2596,2018,2018-07-26,2016,784-1,S6,0.3,0.5,1,589660,1001788
2597,2018,2018-10-19,2017,N/A. Blackbear Creek,S3,0.2,3.6,3,1311975,855501
2598,2018,2018-09-14,2015,S3-9-3,S3,0.3,2,2,1361865,801445
2599,2018,2018-07-31,2017,Ningunsaw River,S1,1.2,46,1,737720,1334171
2600,2018,2018-07-27,2016,Str1 ,S2,0.5,14,2,599095,911957
2601,2018,2018-06-07,2015,4,S6,0.3,1.1,15,1233121,591857
2602,2018,2018-09-18,2015,S3-18.1,S3,0.2,2.9,2,1363315,741050
2603,2018,2018-09-21,2017,R1,S4,0.2,1,10,1130436,1137631
2604,2018,2018-08-28,2016,No name,S3,0.4,4,2,936795,1128347
2605,2018,2018-07-30,2017,400-3,S1,0.5,8.9,2,589656,993081
2606,2018,2018-08-17,2016,NoneLone,S6,,,,1228533,690573
2607,2018,2018-08-10,2015,AC-R1-S3,S3,0.3,2.5,3.5,1007814,1108341
2608,2018,2018-10-23,2015,Rhine-R2-S2,S2,0.7,7.3,1,929980,970714
2609,2018,2018-09-05,2015,Western s4,S3,0.4,2.2,1,1191597,885753
2610,2018,2018-09-06,2015,S6-2A,S6,0.2,1.1,10.5,1296955,926911
2611,2018,2018-09-28,2015,AA-R1,S3,0.3,5.5,2.5,1008934,1113278
2612,2018,2018-10-04,2014,wetland,W5,,,,1121393,1157028
2613,2018,2018-10-01,2015,wetland,W3,,,,1162133,991271
